date,text,retweet_count,favorite_count,reply
2021-07-13 17:16:04,"b'UMA is proud to be listed as a Vaccine Champion College. Our students, faculty, and staff are taking the pledge and committing to action. #WeCanDoThis\n\nGet the COVID-19 vaccine and become a #VaccineChampion! Find a vaccination site near you  https://t.co/i2ye0208Eg https://t.co/5MJINWstxl'",0,0,0
2021-07-13 17:07:05,b'@RVASuz Yup - happening everywhere. I guess HIPPAA is meaningless when it comes to COVID. Just waiting for lawsuits from vaccine injured college students forced to take the vax.',0,0,1
2021-07-13 17:02:48,b'Heres why some WCC Orcas got the COVID-19 vaccine. Learn more at https://t.co/PLPlSpjkB6. #COVIDvaccine #covax https://t.co/nusmJctRVk',0,1,0
2021-07-13 17:02:41,"b'@FuzzyJohn1957 @GrotesqueFairy @joncoopertweets I agree.  All available vaccines were mandatory when l went to  school, and had to repeat smallpox vaccine when l went to college.  When l was in grade school the polio vaccine (Salk) was not yet developed. It was a shot. When the Sabin vaccine was developed, got it too.'",0,0,1
2021-07-13 17:00:07,"b'Centennial College, Progress Campus in Scarborough [Toronto health unit]\n5907 2nd dose spots added\nFirst available date is 2021-07-13\nBook at https://t.co/Za1iOkHi16\nSee https://t.co/4qFA9CynGL for detailed availability #COVID19Vaccine #vhcON'",0,0,0
2021-07-13 16:58:41,"b'@kree94 One vaccine is completely free with a max of two days of side effects. The other is a kid thatll require 9 months of pregnancy and over 20 years of nurturing, care, financial support, and probably college payments. But sure, lets pretend theyre remotely close'",0,23,1
2021-07-13 16:54:04,"b'Congress: Hamare pas Gandhi ke naam par road hai, hospital hai, museum hai, stadium hai, college hai, station hai\nBJP: Hahaha, hamare pas 40+ Crore vaccine receipts hai photo wali ;-)\n@ndtv @ABPNews @sanket @ppbajpai @the_hindu @scroll_in @varungrover @thewire_in @kunalkamra88'",0,0,0
2021-07-13 16:47:22,"b""whenever I start to worry about potential long-term vaccine side effects I remember that I've probably done way worse to my body in college https://t.co/S8p8N884JT""",0,0,0
2021-07-13 16:42:53,"b""@itsblrose @Alec_Zeck The difference? COVID-19 'vaccine' is not yet FDA-approved, still in trials until 2023, and will soon require more boosters.\n\nAlmost every university in blue states are mandating this injection for college kids.\n\nWhere was this for Swine Flu, which was far more harmful to kids?""",0,0,1
2021-07-13 16:42:31,b'Some are angry at Boston Colleges COVID-19 vaccinemandate https://t.co/ycVO9uH9f2',0,0,0
2021-07-13 16:38:24,b'@MPDerekSloan Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege',0,1,0
2021-07-13 16:37:28,b'@patrickbrownont Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege',0,0,0
2021-07-13 16:37:14,b'@theJagmeetSingh Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege',0,0,0
2021-07-13 16:37:02,b'@HodaAKamel Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege',0,0,0
2021-07-13 16:36:19,b'@JTreliving Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege',0,0,0
2021-07-13 16:35:09,"b""@DMSundargarh @CMO_Odisha @SecyChief @IPR_Odisha @HFWOdisha @MoSarkar5T @SRC_Odisha Please help my wifeto get the provisional certificate for 1st dose of vaccine(COVISHIELD).She was admistered on 7th.june'21 in Women's govt college Sundargarh.Registered mobile number is 9873170828.""",0,0,1
2021-07-13 16:35:00,b'@adriearsenault Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege',0,0,0
2021-07-13 16:34:31,b'@AmiraElghawaby Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege',0,0,0
2021-07-13 16:34:14,b'@omarsachedina Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege',0,0,0
2021-07-13 16:33:59,"b""Ok I deleted all the tweets I'm mad, \nbecause I'm ashamed..\nI don't know everyone reads \nBut honestly, dont worry Ill be taking this first dose of vaccine on Thursday..\nThat girl I mad, is was irl my old college friend not social media """,0,2,0
2021-07-13 16:33:26,b'@kimmieM1973 Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege',0,0,0
2021-07-13 16:31:36,b'For more context on vaccinations at evangelical colleges: https://t.co/SsacxvKGLH',0,1,1
2021-07-13 16:31:09,b'Shame on Seneca college is mandating vaccine on students and staff. #shameonsenecacollege',0,0,0
2021-07-13 16:26:22,"b'@Golfergirl2018 Those people can get vaccinated and stop smoking and college campuses need to permit this unhealthy habit. The point is mandating this mRNA vaccine on young, healthy people which you still dont seem to understand.'",0,0,1
2021-07-13 16:23:31,"b""We've joined the COVID-19 College Challenge! This challenge is aimed at getting more college students vaccinated against COVID-19. Find a vaccine near you by clicking the link in our bio. We can do this, Wildcats! \n\n#COVIDCollegeChallenge #WeCanDoThis https://t.co/WJXeCk9iGp""",0,0,0
2021-07-13 16:20:22,b'@Girl_by_the_Aga Yes. Ive felt so unsettled all day. I had Guillain Barre from the Flu vaccine in 2018 &amp; I havent been able to bring myself to have the Covid vaccine -Im Just too scared to have it. Soon my husband will no longer be working from home &amp; my son returns to college in Sept. Scared.',0,1,1
2021-07-13 16:00:02,"b""We're all in this together - listen to our exploration of vaccine hesitancy and how healthcare providers can make a difference in vaccination rates for #COVID19 https://t.co/BkreFzyT8C #FOAMed #Pharmacy #PharmD #PharmacySchool https://t.co/J9fC1SsfYU""",0,0,0
2021-07-13 16:00:01,"b'Getting ready for university or college life? Getting your vaccine couldnt be easier.\n\nAged 18+, book your vaccine at https://t.co/KcR6AO59p4\n\nMobile vaccination clinics are in a number of locations for people aged 18+. Find out where they are at: https://t.co/vBt3B7BrVt https://t.co/unyoYexcaB'",0,0,0
2021-07-13 15:59:48,"b""If a young student is afflicted with myocarditis after being forced to take the vaccine, will the college president be subject to jail time?\n\nIsn't mandating medical treatments a serious issue, above the pay grade of a college execs?""",0,2,1
2021-07-13 15:58:03,b'Vaccine-induced Thrombotic Thrombocytopenia (VITT) and COVID-19 Vaccines: What Cardiovascular Clinicians Need to Know - American College of Cardiology https://t.co/1JKBUAyDlU',6,3,0
2021-07-13 15:46:57,"b""Bates is excited to participate in the statewide vaccine incentive program for college students! Eligible students will be entered into a drawing to win a $1,000 scholarship for tuition, fees and other educational expenses. \n\nFind out if you're qualified https://t.co/a4bAhy174V https://t.co/iNMkMpX504""",0,1,0
