date,text,retweet_count,favorite_count,reply
2021-06-23 21:13:22,"b'@dogs_bourbon Agree. My college student\'s school has a vaccine incentive program. Such as free tuition and other ""gifts"". Who knows what will happen to her when she gets older.'",0,1,1
2021-06-23 21:13:18,b'@GovRonDeSantis @Seminoles @FloridaGators @UMAdmission Vaccine Passport illegal but survey to gather political data on college students its okay-',0,0,0
2021-06-23 21:10:03,"b""I chose to get the COVID19 vaccine not only for my own protection and health but also to protect those around me . . . choosing to get the vaccine protects me and the more vulnerable populations I interact with. - Annika Bassey, Harvard College, '22 https://t.co/HhYMPMDN1v""",14,72,0
2021-06-23 21:07:56,b'@MassGovernor @MassGov \n\nLook at those red numbers.  That is the incidence post-vaccine compared to what is typical without it.  The FDA is recommending warning kids about the risks but what good is that if they are being forced to get them in order to attend college? https://t.co/RdGMGr6IbP',1,1,0
2021-06-23 21:04:05,"b'@DemocracyDocket But heaven forbid suggesting a college student get the Covid vaccine, right @RonDeSantisFL?'",0,0,1
2021-06-23 21:02:36,"b'@BCBookmarks @BCAlumni @bclynchschool Does it advise on how to deal with the bullying of a college to mandate an emergency use vaccine which puts children and college kids at risk of death, myocarditis, seizures, etc...?'",0,0,1
2021-06-23 21:01:26,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 468,946,\nDose2 Capacity: 392,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 21:00:46,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 468,946,\nDose2 Capacity: 392,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 20:58:42,b'@MrMichaelBurkes Youre not correct. He is the worst. Are You going to put your political beliefs on a college application. How about the Trans Rules? How about no vaccine proof needed at work and cruises? THe list is tooooooo long. Hes a bad guy. #RemoveRon',0,0,1
2021-06-23 20:50:50,b'theres NO WAY students should be deprived of a college education because of an OPTIONAL vaccine',1,0,0
2021-06-23 20:49:15,b'@youfloppedbb LITERALLY just told someone else I bought drugs from him in college lmaoooooo like seriously dont worry whats in the vaccine u take any type of pill sir',0,0,1
2021-06-23 20:37:29,"b""@TSealskin But if the college world is anything like MY industry, in every survey my patrons tell me they won't come back until they are assured that everyone else attending has been vaccinated. \n\nhttps://t.co/LouhdiCpQ3\n3/""",0,0,1
2021-06-23 20:27:53,"b'Mumbai vaccine scam: Fourth FIR lodged, sixth accused arrested for holding unauthorised camp in Borivali college https://t.co/7U16eC65nz\n#TheTimeReports #News #World #Business #Sports #TopStories #BreakingNews #Entertainment #Technology #Twitternews #Trending #Viralnews'",0,0,0
2021-06-23 20:22:33,b'@HeckofaLiberal @kevcol12 @DavidJuurlink I agree with you on college vaccine mandates. Dont think we have strong enough data to support that',0,2,1
2021-06-23 20:21:15,b'https://t.co/y0U9nl2vI7: Perimeter College: Georgia State Prevention Research Center Gets $500000 CDC Grant To Increase Vaccine Uptake In Clarkston.\nhttps://t.co/aSqG6Us4Qn\n\nvia @GoogleNews',0,0,0
2021-06-23 20:16:47,"b'@samerbagaeen @educationgovuk @SFCA_info @AoC_info @AoCDavidH @RealGeoffBarton Thanks @samerbagaeen thats useful to see. Although with no vaccine plan for 16-18s, college students remain in the firing line.'",0,1,1
2021-06-23 19:54:59,b'The requirement applies to all full- and part-time students who plan to attend in-person. https://t.co/eJMDt9YJpM',0,1,0
2021-06-23 19:53:34,"b'Union County College is hosting a free vaccine clinic on Wednesday, June 30th at their Cranford campus. The event will also feature giveaways and raffles for prizes such as gift cards, laptops, and free tuition for students.\nhttps://t.co/lv3uv06Wyb'",3,3,0
2021-06-23 19:49:02,"b'Mumbai vaccine scam: Fourth FIR lodged, sixth accused arrested for holding unauthorised camp in Borivali college || SnowflakeYT || ig_sfg || SnowflakeYT || Sonu8726 https://t.co/XJGQbe88nc'",0,0,0
2021-06-23 19:48:50,"b""Where's the national GOP taking a hardline stance against mandatory vaccination being forced at college students &amp; workers?\n\nThey're too busy tweeting #JuneTeenth hashtags, bragging about vaccine sales &amp; taking selfies with Caitlyn Jenner. \n\nWhy do people think they care?""",35,205,0
2021-06-23 19:47:56,"b""@NYGH_News @cayman2047 May I know what kind of vaccine will be given for 2nd dose on June 24 at Seneca college's Newnham location?  Thank you""",0,0,1
2021-06-23 19:40:16,"b""a really unpopular opinion ive developed all year: \nim aggravated that bill gates keeps pushing a vaccine when he's not a doctor or medical professional and is a college drop out. leave it to doctors and stop budding in. \ngoogle to this day still says the survival rate is 99.8%.""",0,1,0
2021-06-23 19:38:05,"b'@WesElyMD My family has no idea, zero, what vaccinations I get...unless I tell them. These people can get the vaccine and keep quiet about it. Even kids who have anti vaccine parents are going out and getting all their vaccines without the parents knowing. They need them for college.'",0,1,1
2021-06-23 19:31:51,"b""Just got my second vaccine shot in a college gymnasium with Backstreet Boys - I Want It That Way playing in 128kbit MP3 quality on the doctor's phone next to me. And, reader, I did want it that way""",0,2,0
2021-06-23 19:31:04,b'College is not a right its a privilege. If you dont want a vaccine dont go or pick another school.\n\nStop being selfish assholes.\n\nhttps://t.co/2kXNK5yrer',0,1,0
2021-06-23 19:27:30,"b""Isn't vaccination free for front line workers in Bangalore especially for doctors? PG students in vydehi medical college have compulsory covid duty and they have to pay for the vaccine.. @Tejasvi_Surya @PMOIndia @MoHFW_INDIA @narendramodi @CMofKarnataka""",0,0,0
2021-06-23 19:26:46,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 468,953,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 19:14:16,"b'To enjoy an uninterrupted fall sports season...teens and college students should get their two-dose series of Pfizer COVID-19 vaccine by June 27th, to be fully vaccinated by the Aug. 1 practice date. Schedule today at https://t.co/O5fIXAkxCf or call 419-447-3691 ext. 6333.'",0,0,0
2021-06-23 19:08:05,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 468,953,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 19:05:06,b'Residents can get the 1st or 2nd dose of the Pfizer vaccine at any Fulton County site.\n\nThe Johnson &amp; Johnson vaccine is offered 18+ at the Georgia International Convention Center in College Park and 4700 North Point Parkway in Alpharetta.\n\nMore info: https://t.co/q2CtomdbI8',4,3,0
2021-06-23 19:03:05,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 468,956,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 18:58:42,b'Take a look at this opportunity!  #student #chicago #college #Lollapalooza #vaccine https://t.co/jA8M8uZ53F',0,0,0
2021-06-23 18:58:05,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 468,958,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 18:48:36,b'Indiana University students sue over coronavirus vaccine mandate https://t.co/XTbz8M1L1x https://t.co/h4Jm3afa1G',0,0,0
2021-06-23 18:48:13,b'Need your first #covid19 vaccine shot? Head to Vancouver Community College before 6pm today  https://t.co/EPG4q71yHQ',12,6,0
2021-06-23 18:43:18,b'@drashwathcn @BSYBJP  vaccine ok . College yaake .',0,0,1
2021-06-23 18:43:05,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 468,959,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 18:42:42,"b""#legal \nhttps://t.co/rBaudUoE4u\nFraud' vaccination drive: Cops verify college's claims of being a victim by same gang\nMeanwhile, the carrier of the vaccine, 21yrs Qareem Akbar Ali is being brought to the police station from MP on Saturday and he is likely to be arrested. https://t.co/5pFPgueIHS""",0,0,0
2021-06-23 18:38:05,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,960,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 18:37:14,"b'@NikkiFried So no vaccine passports bc of privacy concerns but survey college students on their views and collect the information? No, no hypocrisy there.'",0,0,1
2021-06-23 18:36:25,"b'@AnaCabrera The #IndianaUniversity students have every right to refuse the COVID vaccine, and they equally have the right to shlep burgers as college dropouts\n\n#FuckEm'",0,0,1
2021-06-23 18:33:54,"b'Our government is a disgrace! I have a son who is in college in Romania, and one who is going to Rowan University in the fall. The vaccine is voluntary for students in the former communist country while in the land of free, the vaccine is mandatory to attend college. https://t.co/uDFn7YFesY'",2,14,0
2021-06-23 18:32:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,964,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 18:29:10,b'@CNBC But they still have to get the vaccine to go to college?',0,7,1
2021-06-23 18:27:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,967,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 18:23:23,"b'We were so excited to have @GoPuff partner with the White House to support Forsyth Technical Community College by providing $25 in GoPuff credits to community members working, volunteering, or receiving a COVID-19 vaccine at our clinic! Thank you, GoPuff!! #APlaceOfPromise https://t.co/BHxz4ROrnj'",0,0,0
2021-06-23 18:23:21,b'@AnaCabrera Awesome interview Ana with the lawyer for the unvaccinated IU students! The thing I love about your interviews is you really challenge the other side and imo there is no defense for NOT getting the vaccine prior to starting up in college in the fall. Great job Ana!',0,3,1
2021-06-23 18:22:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,966,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 18:20:41,b'Niggas take the vaccine and act like they just graduated college',1,7,0
2021-06-23 18:17:04,"b""Right headline: 'Colleges should get students vaccinated. Why are some still not doing so?'\n\nStop framing stories like this. I'm thankful I'm going to a college that is encouraging vaccinations, but it should be a requirement. \n\nhttps://t.co/JJlea5uPl3""",0,0,0
2021-06-23 18:13:42,b'@AlexBerenson @WHO The @WHO did the same about face on their Initial recommendation that pregnant women not get the vaccine after getting pressure from American college of obstetricians &amp; gynecologist.',0,0,1
2021-06-23 18:12:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,968,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 18:07:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,969,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 18:02:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,972,\nDose2 Capacity: 393,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 18:00:45,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 469,975,\nDose2 Capacity: 394,81,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 17:58:05,"b'The Sumner County Health Department announced today that Friday, June 25 will be the last day of COVID-19 vaccine administration at the Volunteer State Community College campus. https://t.co/HIg4bAlBFt'",0,1,0
2021-06-23 17:58:05,"b'The Sumner County Health Department announced today that Friday, June 25 will be the last day of COVID-19 vaccine administration at the Volunteer State Community College campus. https://t.co/UokiqVQDAQ'",0,0,0
2021-06-23 17:52:55,"b'Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)\nDate: 24-06-2021\nAge Limit: 45\nAvailable Capacity: 83\nVaccine: COVISHIELD\nSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM'",0,0,1
2021-06-23 17:52:43,"b'Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)\nDate: 23-06-2021\nAge Limit: 45\nAvailable Capacity: 78\nVaccine: COVISHIELD\nSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM'",0,0,1
2021-06-23 17:46:15,b'My 12 year old 2nd vaccine  was 19 June 2021 @NYCMayor who can we participate in the lottery for young people college tuition?',0,0,0
2021-06-23 17:43:58,"b'Parents of students in State College for the summer, your student can participate in the vaccine clinic being held on campus on Monday and Tuesday, June 28 and 29. https://t.co/6tv44Nu4lv'",1,1,0
2021-06-23 17:40:26,b'@PippaTaLula Try replacing them with these. Received mine today \nhttps://t.co/t1LRrtYonm',0,0,1
2021-06-23 17:40:02,b'The American College of Rheumatology released recommendations for vaccinating #rheumatology patients against COVID-19. https://t.co/CMH9RFxsvb @SpecialtyPharm @ACRheum @AllianceRxWP #COVID19 #rheumatoidarthritis',1,2,0
2021-06-23 17:39:10,"b""I don't think that you should be forced to get the COVID19 vaccine to go to college, that wrong and something needs to be done about that, my body my choice!""",0,1,0
2021-06-23 17:39:08,b'Not sure why no one is talking about this. They were canceling college athletics because of a very few cases dude to Covid yet an astronomical number caused by vaccine and silence. Not saying vaccine is bad but I know the below isnt good for sure https://t.co/QcnnQtODky',0,0,0
2021-06-23 17:39:04,"b""@drashwathcn Sir you can't start the college \nAs the Delta variant has arrived \nYou're putting students lives in dangerous as the vaccine is not more effective against delta variant \n@CMofKarnataka @ugc_india \n@tv9kannada @nimmasuresh""",0,0,1
2021-06-23 17:34:13,b'college could miss me with the vaccine requirements . ya not bouta make me get something that i dont want . fuck all ya',0,0,0
2021-06-23 17:33:19,"b""BS WHO said don't vaccinate children and college students... delta variant is a political ploy. and i see your going after red states... trying anything you can to force your experimental vaccine.\n\nhttps://t.co/3gJnuOmrG4""",0,0,0
2021-06-23 17:33:14,b'@AnaCabrera Awesome interview Ana with the lawyer for the unvaccinated IU students! The thing I love about your interviews is you really challenge the other side and imo there is no defense for NOT getting the vaccine prior to starting up in college in the fall. Great job Ana!',0,0,0
2021-06-23 17:31:18,"b'Students sue Indiana University for requiring Covid vaccine. A college town in Springfield, Missouri cases are rising due to the more infectious Delta variant. They may have to shift patients to hospitals in other areas. More info: https://t.co/Y84Auf9X3a'",0,0,0
2021-06-23 17:31:04,b'* Two from #LongIsland were among 10 to win a full ride to any SUNY or CUNY school after getting a COVID-19 vaccine. #DailyVoice https://t.co/QDKuDHioVR',0,1,0
2021-06-23 17:30:45,b'* Two from #SuffolkCounty were among 10 to win a full ride to any SUNY or CUNY school after getting a COVID-19 vaccine. #DailyVoice https://t.co/hHQP8Ow8ux',0,0,0
2021-06-23 17:30:05,"b'@UMich, along with many other schools, is removing most restrictions for students with the Covid-19 vaccine. With #college #move-in being short months away, demand for vaccines continues for students. #dormmoving #dorm #collegemoving\nhttps://t.co/gCf6LknRvi'",0,0,0
2021-06-23 17:27:09,b'Students suing Indiana University over their vaccine mandate because its against their constitutional rights. \n\nPlease tell me where in the constitution it says its a constitutional right to go to college?!?',0,1,0
2021-06-23 17:24:21,b'idk why these college and universities are making it mandatory for students to get this vaccine.',0,0,0
2021-06-23 17:21:33,b'@ajz6383 @VidsbyX3 Also most of your understanding of COVID is based off the Alpha variant.  The Delta variant which is the dominant one targets younger adults.  As a college educated adult I took the vaccine because it is the smart thing to do.',0,0,1
2021-06-23 17:20:02,"b'Two public universities, two divergent approaches, one race to a common goal: Maximize vaccination of college students\n\nNOTE: University of Illinois at Urbana-Champaign requiring vaccination of all students returning to campus in fall 2021.\n\n https://t.co/LrfDreAjlE'",0,0,0
2021-06-23 17:07:05,"b'Pin Code:[411041] \nNavale Medical College\nVaccines: COVISHIELD,\nMin Age Limit: [45,18],\nDose1 Capacity: 471,986,\nDose2 Capacity: 399,82,\nDates Available: 24-06-2021\n#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE'",0,0,0
2021-06-23 17:02:39,b'[BC] Hey #Vancouver!! Swing by Vancouver Community College for your vaccine and enjoy some live music! https://t.co/NKLrhljA4R #COVID19BC #vhcBC',4,3,0
2021-06-23 17:00:59,"b'Free college sound good to you? For anyone 12-17 years old, get the vaccine, then take your shot at one of nine (yes9) $100,000 \nscholarships. Visit https://t.co/7sRKonf787 for more.\n\n#BringBackLA #CovidVaccine  #ShotataMillion #TakeyourSHOT https://t.co/rUSgcYxDLZ'",2,4,0
2021-06-23 16:58:28,b'@eliowa One of my friends daughters did have some myocarditis post vaccine. She recovered well anc is still very happy to have vaccine mediated virus protection as she returns to college.',0,1,1
2021-06-23 16:55:26,"b""Hey Vancouver! If you still need a first-dose COVID-19 vaccine, come by today's drop-in clinic to get your shot and enjoy some live music.\n\n Vancouver Community College - 1199 E 7th Avenue, Vancouver\n 9 a.m. to 6 p.m.\n 400 drop-in spots available https://t.co/ekM7N2Y1ff""",54,33,0
2021-06-23 16:52:25,b'My college is now giving people $150 of bookstore credit to get the vaccine.\nNo one gave me cool deals when I got vaccinated in February! Especially not for my textbooks.',0,10,0
2021-06-23 16:48:23,"b'@F4TSFOBIK  im sorry u have to go through this! Senior hs &amp; freshman college are such memorable important years, I cant imagine having mine during the pandemic. Do u think vaccine delivery will improve soon enough for u to leave for school???'",0,0,1
2021-06-23 16:45:00,"b'Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)\nDate: 24-06-2021\nAge Limit: 45\nAvailable Capacity: 96\nVaccine: COVISHIELD\nSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM'",0,0,1
2021-06-23 16:44:49,"b'Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)\nDate: 23-06-2021\nAge Limit: 45\nAvailable Capacity: 78\nVaccine: COVISHIELD\nSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM'",0,0,1
2021-06-23 16:42:30,b'Yes! Im so glad you said college students! Our college is gonna require students take the vaccine to return to campus and I dont want it! I already got covid! I needed the vax before I got covid lol https://t.co/y4Pt3UreFZ',0,1,0
2021-06-23 16:40:03,b'The American College of Rheumatology released recommendations for vaccinating #rheumatology patients against COVID-19.\nhttps://t.co/cBF4ffZgeX @ACRheum @AllianceRxWP #COVID19 #rheumatoidarthritis',0,0,0
2021-06-23 16:32:05,b'I hope yall not taking the vaccine just to go back &amp; finish your schooling / college courses .. thats a big mistake .. real spill',0,0,0
2021-06-23 16:28:09,"b""#partisanship As with almost everything else in America today, Biden-carried states are requiring college students to get vaccinated, Trumps states aren't Guess who will have an upsurge in infections this fall?  https://t.co/ldtk2ev3FF https://t.co/N7pueDYsVZ""",0,0,0
2021-06-23 16:08:10,"b'@BretWeinstein @joerogan @PierreKory Shit , do you recommend some drug over vaccine which college did you graduate from  you are antivaaaaaaaax as simple as that'",0,1,1
2021-06-23 15:54:31,b'@NhmJorhat Kindly reply to my tweet regarding the date of 2nd dose of Covaxin at Jorhat College. I took the vaccine on 20-06-2021 but it has come 22-06-2021 in the certificate. Kindly make the due correction. https://t.co/9HKhbB1Vdt',0,1,1
2021-06-23 15:47:31,b'What does this mean for thousands of college students being forced into taking the vaccine?  What does this mean for our collegiate athletes? How many students will have to die before the CDC acts in the interest of our children?  Maybe a gap year should be seriously considered. https://t.co/11wimwwZp7',0,1,0
2021-06-23 15:46:27,"b'@merpcampbell @Jujamcyn @springsteen Many people are being forced to get the vaccine to do many important things like work or finish college. The vaccine has actually killed many people  &amp; given many more health problems, including young people who wont be hurt by covid. You are ignorant &amp; rude'",0,1,1
2021-06-23 15:46:18,b'@NYGH_News Do you know which vaccine will be administered at the Seneca College Newnham campus tomorrow June 24? Thanks!',0,0,0
2021-06-23 15:42:23,b'The 10 winners of a full scholarship to a SUNY or CUNY college or university. These are young folks age 12-17 who got their first vaccine dose and entered the drawing. Final drawing next week. https://t.co/vrK5PiNFoH',0,0,0
