date,text,retweet_count,favorite_count,reply
2021-07-06 19:52:01,"b'A private boys school in Sydney has apologised for the ""error"" which saw more than 160 students vaccinated with the Pfizer shot in May. \n\nREAD MORE: https://t.co/Zt8qGaAdXp #9Today https://t.co/JeGJskVu3R'",0,0,0
2021-07-06 19:47:04,"b""Masked Elitism nothing less!\nNSW Health apologises for 'error' after St Joseph's College students receive Pfizer COVID-19 vaccine jabs\nhttps://t.co/nM1Jdl4A9R""",0,0,0
2021-07-06 19:45:57,"b'""Caught out"" you should be ashamed St Josephs.\nNSW Health apologises for \'error\' after St Joseph\'s College students receive Pfizer COVID-19 vaccine jabs\nhttps://t.co/nM1Jdl4A9R'",0,0,0
2021-07-06 19:45:13,"b""Did you hear about the public school in Alice Springs having all students accidentally vaccinated? No? Funny about that.\n\nNSW Health apologises for 'error' after St Joseph's College students receive Pfizer COVID-19 vaccine jabs https://t.co/lIwiUfWXWN""",0,0,0
2021-07-06 19:43:05,"b""@WorcesterSystem #ClassOf2021, be sure you've got what you need for college this fall! Visit https://t.co/7WA6pD8POh to schedule your COVID-19 vaccine today. #SafetyMatters #PartnershipsInAction https://t.co/fpP3fcZw29""",0,0,0
2021-07-06 19:39:34,"b'Vaccine appointments are available at\n\nNYC Vaccine Hub - City College of New York - North Academic Center (Pfizer)\n1549 Amsterdam Ave, Manhattan, NY, 10031\n(877) 829-4692\n\nhttps://t.co/O0Qy9tkUHH'",0,0,0
2021-07-06 19:34:57,"b'@NYinLA2121 Proof of vaccine ""battleground states"" and BTW we need to get rid of the vaccine electoral college'",0,0,1
2021-07-06 19:32:02,"b'Bidens new Covid vaccine push focuses on workers, students, doctors offices to stifle deltavariant https://t.co/biZRiXi8am'",0,0,0
2021-07-06 19:30:08,"b""DON'T MISS OUT! Have you gotten your FREE ticket to see The Chosen Few IN-PERSON Sat. Aug 28 at Kennedy King College?\n\nIt's open to fully vaccinated people only, make sure you're vax'd before Aug 14.\n\nRegister at https://t.co/bKMwK7yX0B #ChosenFewPicnic #VaxChiNation #HouseMusic https://t.co/G2zpJxi7I9""",0,0,0
2021-07-06 19:29:42,b'@JBatNC304 @washingtonpost Vaccines are not a one size fits all. My son is 20 and was vaccinated at college but even if my daughter didnt have adverse reaction to others I wouldnt vaccinate her considering around 300 kids have died in US of Covid and 300+ have had major issues from vaccine',0,0,1
2021-07-06 19:28:03,b'@BonginoReport @jrpsaki What the hell offer people another stimulus check if you get the vaccine free college free mortgage',0,0,1
2021-07-06 19:27:54,"b'Chicago, party with us IN PERSON on Saturday, August 28th at Kennedy King College! This FREE event is open only to fully vaccinated guests who are RESIDENTS OF CHICAGO. To attend, get vaxxed by 8/14, &amp;  register at https://t.co/jPKY4WwzWC https://t.co/L4Pd9sWFIe'",0,0,0
2021-07-06 19:25:02,b'The American College of Rheumatology released recommendations for vaccinating #rheumatology patients against COVID-19. https://t.co/o6hcDFWvTI @SpecialtyPharm @ACRheum @AllianceRxWP #COVID19 #rheumatoidarthritis',0,0,0
2021-07-06 19:25:02,b'#HigherEducation institutions are making plans for a safe fall semester. @NBCNews is tracking which colleges and universities will require students to receive the #COVID19 vaccine.\nhttps://t.co/OMiW5BFAzz',1,1,0
2021-07-06 19:15:54,b'An error: health department says Sydney private school students given Pfizer vaccine by mistake - The Guardian Australia: NSW Health agreed to vaccinate Indigenous boarders at St Josephs College but through an error all year 12 boarders were https://t.co/cILCfMwQfA https://t.co/2SGwH0pC6N',2,0,0
2021-07-06 19:10:32,"b""@Mrs_Y_ @TimAllwood @devisridhar so why they making college and high school kids feel they should be wearing them, glad my daughter has left now and nope, we ain't getting no vaccine either, we look after our OWN health thanks.""",0,0,1
2021-07-06 19:08:03,"b'@MoHFW_INDIA @PMOIndia @drharshvardhan @AshwiniKChoubey @PIB_India @DDNewslive @airnewsalerts @MyGovHindi @COVIDNewsByMIB @CovidIndiaSeva @ICMRDELHI Will request you to kindly prioritize the administration of the recently  approved moderna vaccine to students in the age group 17-18 yrs, appearing for college n other entrance exams please..'",0,0,1
2021-07-06 19:00:27,"b""REMINDER: The NC Department of Health &amp; Human Services' next vaccine lottery drawing is Wednesday. https://t.co/4EfjOrJ81X""",0,0,0
2021-07-06 18:55:46,"b""FREE #COVID19 vaccine clinic from 10a-1:30p tomorrow to anyone 18+ at Laney College in #Oakland. I'm told Moderna and J&amp;J shots will be available, so you can have full immunity in as little as two weeks. https://t.co/WwQGK4yJAz""",5,1,0
2021-07-06 18:46:13,"b'@PaulJBelcher @azraghani Virologists are worried by the way vaccines are being used to prevent illness in people rather than the usual primary aim of a vaccine, which is to prevent infection in the first place, said Professor Richard Tedder of Imperial College London.'",3,2,1
2021-07-06 18:39:11,b'An error: health department says Sydney private school students given Pfizer vaccine by mistake An error? My arse. It was bloody intentional... https://t.co/cloWLEzCAW',0,0,0
2021-07-06 18:38:58,"b'India: post vaccination death #2644\n\nMaharashtra: Nagpur\n\n58 year old man from Hansapuri Nagpur, died on Saturday July 3, at Indira Gandhi Government Medical College &amp; Hospital, just within 2 hours after receiving second does of Covishield COVID-19 vaccine\nhttps://t.co/Vs0hhURtP0'",3,3,1
2021-07-06 18:30:31,"b'""oops"" I didn\'t mean to give priority vaccination to children of the uber rich\n\nNSW Health apologises for \'error\' after St Joseph\'s College students receive Pfizer COVID-19 vaccine jabs https://t.co/XH59gozplF'",0,0,0
2021-07-06 18:14:09,b'An error: health department says Sydney private school students given Pfizer vaccine by mistake - The Guardian Australia: NSW Health agreed to vaccinate Indigenous boarders at St Josephs College but through an error all year 12 boarders were https://t.co/lIo3uNO3Aw https://t.co/xubqPYq8VK',3,0,0
2021-07-06 18:11:11,b'CT Public health is offering college students a $2750 stipend to join efforts in focusing on addressing vaccine hesitancy and to help scale down hesitancy in Covid vaccines',0,0,0
2021-07-06 18:10:23,"b' 1st and 2nd dose MODERNA Clinics   \n\n Appts available Thursday, July 8 for MODERNA vaccine\n People 18+ in any M postal code\n FIRST DOSE walk-ins available\n\n Seneca College (1750 Finch Ave) and NYGH (4000 Leslie St.)\n\nBook online: https://t.co/KA6DD5ZV6w'",10,3,0
2021-07-06 18:08:32,"b'@hwallop Massachusetts has a vaccine lottery, $1m for adults and a college scholarship for kids. I cant believe people need to be bribed but I put all our names in anyway.'",0,0,1
2021-07-06 18:07:24,b'How College COVID Vaccine Mandates Put Students In Danger https://t.co/lTFXJjK7LC',0,0,0
2021-07-06 18:02:33,"b""@judyolian You're decision to require all students to be vaccinated in the fall puts them at potential risk for long term health related issues. \n\n https://t.co/XTrsfujO6D""",0,0,0
2021-07-06 17:57:48,b'Me: Should I care to post my college degree certificate on social media !?\nLe people: Posts vaccine certificate as if they cracked UPSC \n#COVID19 #COVISHIELD',0,0,0
2021-07-06 17:56:03,"b'University students throughout CT are invited to earn up to $550 per week by joining the Connecticut Public Health College Corps, a collaboration between QU and the state Department of Public Health to address vaccine hesitancy among those ages 18 to 24: https://t.co/ekXZplYVZf https://t.co/vTHmq0B5y2'",2,7,0
2021-07-06 17:45:54,b'Rates of the previous session student do not want their studies to be wasted again.\nAnd the first dose of covid-19 vaccine has been administered to all the student\nSo please trouble to open college soon\nThankyou.\n@DrRPNishank @myogioffice @PMOIndia \n@AKTU_Lucknow\n#Reopencolleges',0,1,0
2021-07-06 17:40:06,"b""The Summer Cash &amp; Cash 4 College drawings continue, with chances to win $1 million for those 18+ or $125,000 for post-secondary education for those 12-17. It's easy to enterget your vaccine! Learn more: https://t.co/TnLWCfxPG2\n\n#SummerVaxCash #Cash4CollegeNC #Brunsco https://t.co/RDsDC0rXnU""",0,0,0
2021-07-06 17:32:47,"b""NSW Health apologises for 'error' after St Joseph's College students receive Pfizer COVID-19 vaccine jabs https://t.co/s3F9iIA6jy""",0,0,0
2021-07-06 17:29:49,"b""Filing this in the Yeah , right folder. NSW Health apologises for 'error' after St Joseph's College students receive Pfizer COVID-19 vaccine jabs - ABC News #yeahright https://t.co/9QYV0nDBnz""",0,0,0
2021-07-06 17:29:35,b'An error: health department says Sydney private school students given Pfizer vaccine by mistake https://t.co/bzGCfPwZzQ',0,0,0
2021-07-06 17:26:37,b'Im vaccinated but have an 18-yr old going to college who had C19 three months ago. And now CDC recommends he still get two doses of an mRNA vaccine? This seems borderline unethical and I dont use that word lightly. Cc: @VPrasadMDMPH @AngryCardio @MonicaGandhi9 @MartyMakary https://t.co/KMOFNIgKnb',3,17,0
2021-07-06 17:20:07,"b'Self-amplifying RNA COVID-19 vaccine technology safe in humans, suggests study | Imperial News | Imperial College London https://t.co/kBFPm9U8qK'",0,0,0
2021-07-06 17:16:47,"b'College studentsplease protect yourself, your classmates and your faculty before returning to campus this fall. Visit https://t.co/lu9S344VuS to learn more. #GetVaccinatedASAP https://t.co/O4Slygap5k'",0,1,0
2021-07-06 17:07:39,b'@popeye0407 @missrobinson @NSWHealth All Year 12 Indigenous students had permission to be vaccinated\nThe school has a large number of Indigenous residential students\nAll Year 12 students were vaccinated by mistake\nhttps://t.co/BM0c5b6K0T',0,0,1
2021-07-06 17:05:29,b'@trickyidnego @niltiac @missrobinson All Year 12 Indigenous students had permission to be vaccinated\nThe school has a large number of Indigenous residential students\nAll Year 12 students were vaccinated by mistake\n\nhttps://t.co/BM0c5b6K0T',0,0,1
2021-07-06 17:00:01,b'Planning for university or college? Want a more normal student life? Get your COVID-19 vaccine. Aged 18+ book your vaccine at https://t.co/wEe26gN5Ix\n\n#studentlife #COVID19vaccine https://t.co/TJZJoGPwZV',3,2,0
2021-07-06 16:59:37,b'@ElaurantScott @niltiac @missrobinson There was permission to vaccinate all Year 12 Indigenous students\nThere are many Indigenous residential students at the school\nAll Indigenous 16-49 are to be vaccinated\nSomehow all Year 12 were vaccinated by mistake\nhttps://t.co/BM0c5b6K0T',0,0,1
2021-07-06 16:55:41,b'@niltiac @missrobinson There was permission to vaccinate all Year 12 Indigenous students\nThere are many Indigenous residential students at the school\nSomehow all Year 12 were vaccinated by mistake \nhttps://t.co/BM0c5b6K0T',0,0,1
2021-07-06 16:51:19,"b""@missrobinson It wasn't completely a mistake \nYear 12 Indigenous students were to be vaccinated\nThey meet the guidelines of vaccinating all Indigenous 16 years and over in the country\nBut all year 12 students were vaccinated by mistake\nhttps://t.co/BM0c5b6K0T""",0,0,1
2021-07-06 16:48:34,"b""@ShaunLeaneMP It wasn't completely a mistake \nYear 12 Indigenous students were to be vaccinated\nThey meet the guidelines of vaccinating all Indigenous 16 years and over in the country\nBut all year 12 students were vaccinated by mistake\nhttps://t.co/BM0c5b6K0T""",0,0,1
