"","text","word_scores","compound","pos","neu","neg","but_count"
"1","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 468,944,Dose2 Capacity: 392,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"2"," If a college forces the vaccine, they should be sued out of existence.  Wreck less, fraud, deliberate withhold of facts on an experimental drug against a low risk illness does not allow schools immunity from suit","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9, 0, -2.507, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, -1.1, -1.7, 0, 0, -0.666, 0, 0, 0, 0}",-0.918,0,0.674,0.326,0
"3"," My Deans List Sophomore unwelcome at her college w/o Covid vaccine.  She recovered on campus 2/2021!   Help us","{0, 0, 0, 0, 0, -1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0}",0,0.121,0.759,0.121,0
"4"," are you paying out if your personal pocket for those college scholarships you gave away to people who got covid vaccine? I dont want my state tax dollars funding bribery","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.222, 0, 0, 0, 0, 0, 0}",-0.057,0,0.961,0.039,0
"5"," please help my daughter in #NJ () return to college.  Shes declined vaccine as she recovered (on Campus) 2/2021","{0, 1.3, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.612,0.217,0.783,0,0
"6","Deathsantis say vaccine cards are wrong.. But they are mandating your party affiliation for college? Hmmm  stay off of third floors, never know when you could fall out of a deathsantis window! ","{0, 0, 0, 0, 0, -1.05, 0, 0, 0, 0, 0, 2.55, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.42,0.107,0.836,0.057,1
"7","Mandy Roberts wears many hats! She is a Centennial College graduate.She is a program PAC member.She is a compounding teaching assistant.And today, what is this? Mandy is on a TTC bus drawing up vaccine doses for TTC workers!WOW Mandy we are truly in awe!#pharmacytechnician ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0}",0.583,0.081,0.919,0,0
"8"," Why doesnt  organise community pharmacy to start vaccinating that age group now? #FirstDoseForFirstYears Get them all done before they head off to college    Leave the vaccine centres and GPs to carry on as they are.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.052,0,0.967,0.033,0
"9","They should hire the Everest College guy to yell at everyone to get the vaccine. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"10","Covac1, the sRNA Covid vax from Imperial College, has a second phase 1 trial registered, in Uganda: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"11","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 468,945,Dose2 Capacity: 392,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"12"," As a Rutgers College alumnus I support your refusal to accept the mandatory vaccination with the experimental and potentially dangerous vaccine.  Great job.","{0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 1.6, 0, 0.3, 0, 0, 0, 0, 0, 0, -2.1, 0, 3.1, 0}",0.765,0.326,0.579,0.095,0
"13","       Here read this article that says the rate of myocarditis in College athletes that have had COVID is 2.3%. Compare that to post vaccine (.001%).  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"14"," Someone on our college parents board - objecting to the university announcing theyre requiring vaccines for the coming year - used her body, her choice about her daughter applying for medical/religious objection to the vaccine. I preemptively blocked that parent.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, 0}",-0.273,0,0.95,0.05,0
"15","   Not necessarily.  I know two school teachers, a nurse and several people in business who refuse the vaccine, all college educated.Its crazy.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, -1.4}",-0.557,0,0.82,0.18,0
"16","It is not worth the risk. The Pfizer vaccine is not safe. Im really concerned about all of the college students going back to campus and these universities mandating vaccines...Mother of teen with heart damage. ","{0, 0, 0, -0.666, 0, 0.814, 0, 0, 0, 0, 0, -1.406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.2}",-0.666,0.045,0.773,0.181,0
"17","NEW: Rhode Island College and the Community College of Rhode Island will require COVID-19 vaccine of all returning students ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"18","Oupa Mpapi Kekana, an educator from ModiriTechnical College got his COVID-19 vaccine today at Stanza Bopape Community Hall. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"19","Why these 3 new #COVID19 college and university vaccine mandates in Rhode Island and West Virginia may be significant ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.8}",0.202,0.091,0.909,0,0
"20","VT Health Commissioner Dr. Mark Levine, on the difficulty of getting 18 to 29 year olds not in college vaccinated: Most of them are not a truly vaccine-resistant group Its just not at the top of their list right now. ","{0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.406, 0, 0, 0, 0, 0, 0, 0, -0.592, 0, 0, 0, 0, 0}",-0.66,0,0.853,0.147,0
"21"," Thank you so much! My children attend a college where the vaccine has been mandated.  I hope, given this report, that they will resend the rule.","{0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.69,0.185,0.815,0,0
"22","The PRC team will collaborate with community partners to facilitate pop-up vaccine registration events. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"23","  It is new, because this vaccine isnt FDA approved and the long-term effects are unknown. Can girls in their 20s who need it for college, have children later in life? I dont know! You dont know! And the medical community doesnt know! Im not anti-vax, Im anti-mandate.","{0, 0, 0, 0, 0, 0, 0, 0, 0, -1.332, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.495,0,0.936,0.064,0
"24","Highline College has joined numerous other colleges and universities around the country to take the #COVIDCollegeChallenge pledge and commit to action. Get the COVID-19 vaccine, Thunderbirds! #WeCanDoThisLearn more: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.359,0.084,0.916,0,0
"25","The PRCs goal is to reduce vaccine hesitancy and increase vaccine uptake in Clarkston by 50 percent by spring 2022. ","{0, 0, 0, 0, 0, 0, 0, -0.9, 0, 1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.103,0.104,0.811,0.086,0
"26","when ur state insurance doesnt cover the vaccine you need for college &lt;3 god bless the usa ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.1, 1.8, 0, 0}",0.599,0.246,0.754,0,0
"27","  The reason people under 30 havent been hit as hard - theyre college age &amp; schoolkids who werent as exposed to the virus as older adults. The schools &amp; colleges were learning remotely, especially until older adults had a vaccine. The vaccine adults got helped keep kids safe.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.222, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.9}",0.406,0.08,0.893,0.027,0
"28"," Agree. My college student\s school has a vaccine incentive program. Such as free tuition and other gifts. Who knows what will happen to her when she gets older.","{0, 1.5, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.807,0.242,0.758,0,0
"29","    Vaccine Passport illegal but survey to gather political data on college students its okay-","{0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.35}",0.013,0.133,0.737,0.13,1
"30","I chose to get the COVID19 vaccine not only for my own protection and health but also to protect those around me . . . choosing to get the vaccine protects me and the more vulnerable populations I interact with. - Annika Bassey, Harvard College, 22 ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.95, 0, 0, 0, 0, -1.7895, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.551,0.122,0.825,0.054,1
"31","  Look at those red numbers.  That is the incidence post-vaccine compared to what is typical without it.  The FDA is recommending warning kids about the risks but what good is that if they are being forced to get them in order to attend college? ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.7, 0, 0, 0, -0.55, 0, 0, 2.85, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0}",-0.34,0.074,0.787,0.139,1
"32"," But heaven forbid suggesting a college student get the Covid vaccine, right ?","{0, 0, 3.45, -1.95, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.361,0.229,0.619,0.152,1
"33","   Does it advise on how to deal with the bullying of a college to mandate an emergency use vaccine which puts children and college kids at risk of death, myocarditis, seizures, etc...?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.9, 0, 0, 0, 0, 0, 0, -1.6, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, -2.9, 0, 0, 0}",-0.91,0,0.699,0.301,0
"34","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 468,946,Dose2 Capacity: 392,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"35"," Youre not correct. He is the worst. Are You going to put your political beliefs on a college application. How about the Trans Rules? How about no vaccine proof needed at work and cruises? THe list is tooooooo long. Hes a bad guy. #RemoveRon","{0, 0, 0, 0, 0, 0, 0, -3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.5, 0, 0}",-0.88,0,0.805,0.195,0
"36","theres NO WAY students should be deprived of a college education because of an OPTIONAL vaccine","{0, -1.933, 0, 0, 0, 0, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.721,0,0.699,0.301,0
"37"," LITERALLY just told someone else I bought drugs from him in college lmaoooooo like seriously dont worry whats in the vaccine u take any type of pill sir","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, -0.7, 0, 1.406, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.495,0.15,0.797,0.052,0
"38"," But if the college world is anything like MY industry, in every survey my patrons tell me they wont come back until they are assured that everyone else attending has been vaccinated. ","{0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.25, 0, 0, 0, 0, 0, 0, 0}",0.758,0.173,0.827,0,1
"39","Mumbai vaccine scam: Fourth FIR lodged, sixth accused arrested for holding unauthorised camp in Borivali college ","{0, 0, -2.7, 0, 0, 0, 0, -1.2, -2.1, 0, 0, 0, 0, 0, 0, 0}",-0.84,0,0.591,0.409,0
"40","   I agree with you on college vaccine mandates. Dont think we have strong enough data to support that","{0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 1.7, 0}",0.818,0.347,0.653,0,0
"41","",NA,NA,NA,NA,NA,NA
"42","      Thanks  thats useful to see. Although with no vaccine plan for 16-18s, college students remain in the firing line.","{0, 1.9, 0, 1.9, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.4, 0}",0.296,0.22,0.606,0.174,0
"43","The requirement applies to all full- and part-time students who plan to attend in-person. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"44","Union County College is hosting a free vaccine clinic on Wednesday, June 30th at their Cranford campus. The event will also feature giveaways and raffles for prizes such as gift cards, laptops, and free tuition for students.","{0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1.9, 0, 0, 0, 2.3, 0, 0, 0}",0.91,0.275,0.725,0,0
"45","Mumbai vaccine scam: Fourth FIR lodged, sixth accused arrested for holding unauthorised camp in Borivali college || SnowflakeYT || ig_sfg || SnowflakeYT || Sonu8726 ","{0, 0, -2.7, 0, 0, 0, 0, -1.2, -2.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.84,0,0.7,0.3,0
"46","Wheres the national GOP taking a hardline stance against mandatory vaccination being forced at college students &amp; workers?Theyre too busy tweeting #JuneTeenth hashtags, bragging about vaccine sales &amp; taking selfies with Caitlyn Jenner. Why do people think they care?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.2}",0.217,0.111,0.821,0.068,0
"47","  May I know what kind of vaccine will be given for 2nd dose on June 24 at Seneca colleges Newnham location?  Thank you","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0}",0.361,0.098,0.902,0,0
"48","a really unpopular opinion ive developed all year: im aggravated that bill gates keeps pushing a vaccine when hes not a doctor or medical professional and is a college drop out. leave it to doctors and stop budding in. google to this day still says the survival rate is 99.8%.","{0, 0, 0, 0, 0, 0, 0, 0, 0, -1.9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.1, 0, -0.2, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.751,0,0.846,0.154,0
"49"," My family has no idea, zero, what vaccinations I get...unless I tell them. These people can get the vaccine and keep quiet about it. Even kids who have anti vaccine parents are going out and getting all their vaccines without the parents knowing. They need them for college.","{0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.542,0,0.913,0.087,0
"50","Just got my second vaccine shot in a college gymnasium with Backstreet Boys - I Want It That Way playing in 128kbit MP3 quality on the doctors phone next to me. And, reader, I did want it that way","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0, 0.8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.3, 0, 0, 0}",0.34,0.109,0.891,0,0
"51","College is not a right its a privilege. If you dont want a vaccine dont go or pick another school.Stop being selfish assholes.","{0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, -0.222, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2.1, -2.8}",-0.683,0.084,0.641,0.274,0
"52","Isnt vaccination free for front line workers in Bangalore especially for doctors? PG students in vydehi medical college have compulsory covid duty and they have to pay for the vaccine..     ","{0, 0, -1.702, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -0.4, 0, 0, 0}",-0.477,0,0.872,0.128,0
"53","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 468,953,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"54","To enjoy an uninterrupted fall sports season...teens and college students should get their two-dose series of Pfizer COVID-19 vaccine by June 27th, to be fully vaccinated by the Aug. 1 practice date. Schedule today at ","{0, 2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0.494,0.086,0.914,0,0
"55","Residents can get the 1st or 2nd dose of the Pfizer vaccine at any Fulton County site.The Johnson &amp; Johnson vaccine is offered 18+ at the Georgia International Convention Center in College Park and 4700 North Point Parkway in Alpharetta.More info: ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"56","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 468,956,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"57","Take a look at this opportunity!  #student #chicago #college #Lollapalooza #vaccine ","{0, 0, 0, 0, 0, 1.8, 0, 0, 0, 0, 0}",0.475,0.236,0.764,0,0
"58","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 468,958,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"59","Indiana University students sue over coronavirus vaccine mandate ","{0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"60","Need your first #covid19 vaccine shot? Head to Vancouver Community College before 6pm today  ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"61","   vaccine ok . College yaake .","{0, 0, 1.4, 0, 0, 0, 0}",0.34,0.286,0.714,0,0
"62","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 468,959,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"63","#legal ","{0.5}",0.128,1,0,0,0
"64","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,960,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"65"," So no vaccine passports bc of privacy concerns but survey college students on their views and collect the information? No, no hypocrisy there.","{0, 0, -0.7465, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.332, 0, 0}",0.149,0.089,0.844,0.067,1
"66"," The #IndianaUniversity students have every right to refuse the COVID vaccine, and they equally have the right to shlep burgers as college dropouts#FuckEm","{0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.913,0.087,0
"67","Our government is a disgrace! I have a son who is in college in Romania, and one who is going to Rowan University in the fall. The vaccine is voluntary for students in the former communist country while in the land of free, the vaccine is mandatory to attend college. ","{0, 0, 0, 0, -2.2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.3, 0, 0, 0, 0.3, 0, 0, 0}",0.176,0.089,0.853,0.058,0
"68","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,964,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"69"," But they still have to get the vaccine to go to college?","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,1
"70","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,967,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"71","We were so excited to have  partner with the White House to support Forsyth Technical Community College by providing $25 in GoPuff credits to community members working, volunteering, or receiving a COVID-19 vaccine at our clinic! Thank you, GoPuff!! #APlaceOfPromise ","{0, 0, 0, 1.693, 0, 0, 0, 0, 0, 0, 0, 0, 1.7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.5, 0, 0, 0}",0.883,0.238,0.762,0,0
"72"," Awesome interview Ana with the lawyer for the unvaccinated IU students! The thing I love about your interviews is you really challenge the other side and imo there is no defense for NOT getting the vaccine prior to starting up in college in the fall. Great job Ana!","{0, 3.1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.2, 0, 0, 0, 0, 0, 0, 0.593, 0, 0, 0, 0, 0, 0, 0, 0, -0.37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.1, 0, 0}",0.935,0.243,0.734,0.023,0
"73","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,966,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"74","Niggas take the vaccine and act like they just graduated college","{-1.4, 0, 0, 0, 0, 0, 1.5, 0, 0, 0, 0}",0.026,0.18,0.647,0.173,0
"75","Right headline: Colleges should get students vaccinated. Why are some still not doing so?Stop framing stories like this. Im thankful Im going to a college that is encouraging vaccinations, but it should be a requirement. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.75, 0, 0, 1.35, 0, 0, 0, 0, 0, 0, 0, 1.2, 0, 0, 0, 0, 0, 0, 0}",0.649,0.164,0.836,0,1
"76","  The  did the same about face on their Initial recommendation that pregnant women not get the vaccine after getting pressure from American college of obstetricians &amp; gynecologist.","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1.2, 0, 0, 0, 0, 0, 0, 0}",-0.296,0,0.925,0.075,0
"77","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,968,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"78","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,969,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"79","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,972,Dose2 Capacity: 393,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"80","Pin Code:[411041] Navale Medical CollegeVaccines: COVISHIELD,Min Age Limit: [45,18],Dose1 Capacity: 469,975,Dose2 Capacity: 394,81,Dates Available: 24-06-2021#VACCINE #VACCINEPUNE #COWIN #COVID19 #PUNE","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"81","The Sumner County Health Department announced today that Friday, June 25 will be the last day of COVID-19 vaccine administration at the Volunteer State Community College campus. ","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
"82","Center: BMCC-DEENANATH HOSPITAL PVT (BMCC COLLEGE SHIVAJINAGAR PUNE, Haveli, Pune, 411004)Date: 24-06-2021Age Limit: 45Available Capacity: 83Vaccine: COVISHIELDSlots: , 10:00AM-12:00PM, 12:00PM-02:00PM, 02:00PM-04:00PM, 04:00PM-06:00PM","{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0}",0,0,1,0,0
